prep,reference,aligner,caller,N,Precision,Sensitivity,F-measure,vc_run_time
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,octopus-0.7.4,8,0.995975,0.9892875,0.9926125,45915.7730125
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,sentieon_gatk4-202010.04,8,0.9922,0.9921625000000001,0.9921625,10009.022425000001
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,strelka-2.9.10,8,0.992325,0.9919875,0.992175,10465.407799999999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,clair3-0.1-r9,8,0.9977,0.9925999999999999,0.9951125000000001,61921.3732
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,deepvariant-1.2.0,8,0.9988125,0.9927,0.995725,74472.74207499999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,dnascope-0.5-202010.04-PO,8,0.9979875,0.992075,0.9950375,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,dnascope-0.5-202010.04,8,0.9869625000000001,0.9936999999999999,0.9903124999999999,8483.761312499999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,octopus-0.7.4,8,0.9958374999999999,0.9893000000000001,0.99255,46081.922099999996
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,sentieon_gatk4-202010.04,8,0.9899,0.9924375,0.9911625,12472.8063125
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,strelka-2.9.10,8,0.9890125000000001,0.9921374999999999,0.990575,9537.153
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,clair3-0.1-r9,8,0.9967250000000001,0.9927,0.9946875,56418.9348375
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,deepvariant-1.2.0,8,0.9984,0.9936499999999999,0.996,63108.32505000001
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,dnascope-0.5-202010.04-PO,8,0.9973000000000001,0.9932124999999999,0.9952625,-1.0
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,dnascope-0.5-202010.04,8,0.9843249999999999,0.9946625,0.9894625,8581.217075
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,octopus-0.7.4,8,0.9943875,0.9905125,0.9924625,45841.266975
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,sentieon_gatk4-202010.04,8,0.986675,0.993725,0.9901875,14853.2475625
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,strelka-2.9.10,8,0.9868125,0.99325,0.9900125,9125.236850000001
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,clair3-0.1-r9,7,0.9979999999999999,0.9986857142857143,0.9983285714285713,22684.995342857143
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,deepvariant-1.2.0,7,0.9976142857142858,0.9975571428571429,0.9975857142857143,61487.09210000001
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,dnascope_hifi-0.4-202010.04,7,0.9986285714285714,0.9986285714285715,0.9986285714285714,40171.3795
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,peppermargindv-r0.7,7,0.9982714285714286,0.9984142857142857,0.9983428571428572,56577.98644285714
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.7.0,clair3-0.1-r9,7,0.9983857142857142,0.9986857142857143,0.9985428571428573,18095.315285714285
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.7.0,dnascope_hifi-0.4-202010.04,7,0.9987285714285715,0.9987428571428573,0.9987428571428572,41551.35887142857
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.7.0,peppermargindv-r0.7,7,0.9985571428571428,0.9983428571428572,0.9984571428571429,47794.900299999994
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,clair3-0.1-r9,7,0.9979857142857141,0.9986857142857143,0.9983428571428572,21963.831142857143
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,deepvariant-1.2.0,7,0.9976142857142858,0.9975571428571429,0.9975857142857143,65419.06621428572
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,dnascope_hifi-0.4-202010.04,7,0.9986428571428572,0.9986285714285715,0.9986285714285714,42779.48097142857
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,peppermargindv-r0.7,7,0.9982714285714286,0.9984142857142857,0.9983428571428572,47890.72687142857
PacBio-CCS-high,hg38_noalt,sentieon_mm2-202010.04,dnascope_hifi-0.4-202010.04,7,0.9986428571428572,0.9986285714285715,0.9986142857142857,39470.55577142857
