prep,reference,aligner,caller,N,Precision,Sensitivity,F-measure,vc_run_time
PCR-free-illumina,hg38_asm5_alt,parabricks-3.5.0,germline,1,0.9909,0.9944,0.9927,-1.0
PCR-free-illumina,hg38_asm5_alt,parabricks-3.6.0,deepvariant,1,0.9986,0.9945,0.9965,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,clair3-0.1-r5,8,0.9977125,0.991775,0.9947375,68408.26801249999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,deepvariant-1.2.0,8,0.998625,0.9925499999999999,0.9955875000000001,72320.34945000001
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,dnascope-0.5-202010.04-PO,8,0.9983,0.990675,0.9944625,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,dnascope-0.5-202010.04,8,0.9891749999999999,0.9935,0.9913375,9037.63255
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,octopus-0.7.4,8,0.995975,0.9892875,0.9926125,45708.6222
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,sentieon_gatk4-202010.04,8,0.9922,0.9921625000000001,0.9921625,10009.022425000001
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04-recal,strelka-2.9.10,8,0.992325,0.9919875,0.992175,11745.50245
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,clair3-0.1-r5,8,0.99765,0.99275,0.9952000000000001,60020.512324999996
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,deepvariant-1.2.0,8,0.9988125,0.9927,0.995725,74472.74207499999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,dnascope-0.5-202010.04-PO,8,0.9979875,0.992075,0.9950375,-1.0
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,dnascope-0.5-202010.04,8,0.9869625000000001,0.9936999999999999,0.9903124999999999,8483.761312499999
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,octopus-0.7.4,8,0.9958374999999999,0.9893000000000001,0.99255,48354.877812499995
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,sentieon_gatk4-202010.04,8,0.9899,0.9924375,0.9911625,12472.8063125
PCR-free-illumina,hg38_asm5_alt,sentieon-202010.04,strelka-2.9.10,8,0.9890125000000001,0.9921374999999999,0.990575,9809.8626
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,deepvariant-1.2.0,8,0.9984,0.9936499999999999,0.996,63108.32505000001
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,dnascope-0.5-202010.04-PO,8,0.9973000000000001,0.9932124999999999,0.9952625,-1.0
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,dnascope-0.5-202010.04,8,0.9843249999999999,0.9946625,0.9894625,8581.217075
PCR-free-illumina,hg38_asm5_alt,snap-2.0.0,sentieon_gatk4-202010.04,8,0.986675,0.993725,0.9901875,14853.2475625
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,clair3-0.1-r9,7,0.9979999999999999,0.9986857142857143,0.9983285714285713,22684.995342857143
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,deepvariant-1.2.0,7,0.9976142857142858,0.9975571428571429,0.9975857142857143,61487.09210000001
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,dnascope_hifi-0.4-202010.04,7,0.9986285714285714,0.9986285714285715,0.9986285714285714,40171.3795
PacBio-CCS-high,hg38_GIAB_masked,minimap2-2.23,peppermargindv-r0.7,7,0.9982714285714286,0.9984142857142857,0.9983428571428572,56577.98644285714
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.4.0-dvphased-1.2.0,deepvariant_hp-1.2.0,7,0.9986571428571429,0.9983571428571427,0.9984999999999999,74445.66067142857
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.4.0-peppermargin-r0.4,deepvariant_hp-1.2.0,7,0.9986714285714287,0.9983571428571427,0.9985285714285714,77121.17154285715
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.4.0,clair3-0.1-r5,7,0.9984,0.9986714285714285,0.9985428571428573,24823.73222857143
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.4.0,deepvariant-1.2.0,7,0.9977714285714284,0.9974857142857142,0.9976142857142857,73350.85927142858
PacBio-CCS-high,hg38_GIAB_masked,pbmm2-1.4.0,dnascope_hifi-0.4-202010.04,7,0.9987285714285715,0.9987285714285715,0.9987285714285715,42817.63332857143
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,clair3-0.1-r5,7,0.9965428571428571,0.9983285714285716,0.9974285714285714,22351.278514285717
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,deepvariant-1.2.0,7,0.9976142857142858,0.9975571428571429,0.9975857142857143,65419.06621428572
PacBio-CCS-high,hg38_GIAB_masked,sentieon_mm2-202010.04,dnascope_hifi-0.4-202010.04,7,0.9986428571428572,0.9986285714285715,0.9986285714285714,47606.96048571429
PacBio-CCS-high,hg38_noalt,pbmm2-1.4.0,dnascope_hifi-0.4-202010.04,7,0.9987428571428572,0.9987000000000001,0.9987285714285715,39992.935385714285
PacBio-CCS-high,hg38_noalt,sentieon_mm2-202010.04,dnascope_hifi-0.4-202010.04,7,0.9986428571428572,0.9986285714285715,0.9986142857142857,39470.55577142857
